IDNRK,LIFNR,ORT01
K302256,Soldto Test_22,제주특별자치도 제주시
K302421,Halla Holdings,서울특별시
K302665,Hyundai Motor Jeonju Bill-To(Payer),Wanju-Gun
K100983,다본오토모티브-원주공장,원주시
K101658,Xyz Pvt Ltd,Mumbai
K201780,Mdk_Gm,Uz  Uzbekistan
K300989,하이투자증권 법인영업부지점,서울특별시
K301243,롯데정보통신,서울특별시
K301293,엠아이티코리아,대전광역시
K301365,Mdc0010,Suzhou
K301483,지엠비코리아,경상남도 창원시
K302392,Gm_Thailand_Oem,Pluakdaeng Rayong
K302662,농협은행 양재지점,서울특별시
K302663,[Mcm] Mando Mexico,City
K302664,Crown Technologies Plant Ii,Ahmed Nagar
K900001,General Motors Company,Detroit Michigan
K900003,Nanotech1_Ccp,Gandhinagar
K900005,Roy Metal Finishing,Charlotte
K900007,Mcm_Gm1,Saltillo
K900008,동화지업사,강원도 원주시
K900009,Kb오토시스,아산시
K900012,Tata Motors Passenger Vehicles Limi,Chikhali Pune
K900013,Bst Rods S.A.,Lagazpi-Gipuzkoa
K900019,Y100547,City
K900020,Gm_Modatek_Oem,Milton Canada
K900024,Tesla,Shanghai
K900025,Abc Corporate,서울특별시
K900026,일륭기공본점,횡성군
K900027,우영유압,인천광역시
K900030,Kia Motor Bill-To(Payer),서울특별시
K900032,ㄴShipto,서울특별시
K900039,Gmdat_창원_Oem,경상남도 창원시
K104104,Dor_Ar,Walbrzych
K200937,Kasia_Jaworska1,Walbrzych
K200941,Abc Corporate,서울특별시
K900014,미래에셋생명보험,서울특별시
CBC41204302,Hmma_Aai_Oem,Test
ZROH-CO-002,Hyundai Assan Otomotiv Sanayi Ve,Kozyatagiistanbul
ZROH-CO-003,Iza_Ar1 Test,Wabrzych
BA24001700,Mcp_Gm Global Tooling Service Compa,Luton
ROH-100,Gm_Adam Opel(Euro)_As,Herne
3BD4544,Dongsung Poland Sp.Z.O.O,Zarow
BD11024300,Test Supplier,충청북도
BD21009300,Renault Samsung Motor,부산광역시
BD33013202,General Motors Company : Ship To,Detroit Michigan
BD41003200,성진포머,대구광역시
BD51000600,Mcm_Gm1.1,Ramos Arizpe Coah
BD56204600,[Mcp] Walbrzych Plant,Poland
BC103B2101,Mcp_Igs Schreiner Gmbh,Hamburg
BC10134200,세진특수정밀,인천광역시
GU925A1199,Mcm.Fordpr,Hermosillo
BC4101650155,Wells Fargo Bank N.A.,San Francisco
BA24400100-01,Kia Gwangmyeong Bill-To(Payer),Gwangmyeong-Si
K302999,Mcm_Canoo_Torrance_Usa_Oem,Ca  United States
BC41016597,Tesla,Shanghai
BA24400100-02,Hyundai Motor Jeonju Ckd,Wanju-Gun
BA24400199,케이에이씨,원주시
BC47008999,Cs Assy Vendor,City
BC47008998,Hyundai Motors R&D Center,Hwaseong-Si
ZROH32,Mca_Gm,Silao
ZHALB22,Volkswagen Poland Bill-To(Payer),Pozna
ZROH25,Hyundai Motor Company,서울특별시
ZHALB11,Sold To 06_22_0,경기도 성남시
ZHALB13,교통은행 서울지점,서울특별시
ZROH11,Gm Russian_Russian_De,Saint-Petersburg Russian Federatio
ZROH13,호주뉴질랜드은행 서울지점,서울특별시
ZHALB21,Bmw De,Krauthausen
ZROH21,Ford Werke Gmbh (Usd)_As,Koeln
KG005A2100,Kia Hwaseong Bill-To(Payer),Hwaseong-Si
GM951A1600,신한은행 Gs타워대기업금융센터,서울특별시
GZ311A1200,네이버,경기도 성남시
GM92000800,威马新能源汽车采购（上海）有限公司,Shanghai
GL728C2200,한국수출입은행,서울특별시
GL741A2000,비엔피파리바은행 서울지점,서울특별시
GL780J1500,Bst Rods S.A.,Lagazpi-Gipuzkoa
GL743J1500,Gm_India(Krw)_De,Maharashtra India
GL784J2000,Mdk_Chana_De,Chongqing China
K104307,Gm_Brazil_As,Guarulhos - So Paulo - Brasil
K104306,네이버,경기도 성남시
K104304,Mdm_Testsubcontracting,충남 공주시
GE610B2010,Gm Motor_Usa_De,Mi Usa
K302117,Asdasd,서울특별시
GM412B2000,Ship To 1,부산광역시
GM414B0000,Alabama Plating Technology Llc,Lanett
GM422B2000,세진특수정밀,인천광역시
GE65200500,삼성에스 Iacc Tets,경기도 성남시
GF93106300,하나은행 판교지점,경기도 성남시
GM92400100,Hyundai Motor Ulsan Bill-To(Payer),서울특별시
GZ311A6200,Sold To 생성 0523_1_1,경기도 성남시
K103979,[Mcp] Walbrzych Suspension Plant,Walbrzych
GM426B2000,신한은행 영업부,서울특별시
GM45301600,Gm_Colombia(Krw)_De,Bogota Dc Sur America Colombia
GM493B2000,아셈텍,화성시
GU682A1200,Mdk_Zf Lemforder_Australia_De,Australia
K104262,동성정밀엘엑스,원주시
GU845J1100,Customer_Lee_01,Frankfurt
GJ90513100,지엠에스,화성시
GL777B5700,Pnc Bank,Birmingham
K300278,Hma Industries Private Limited-Irru,Chennai
GE65500509,Atlantic Integrated Freight Gmbh,Germany
GT92311500,Gm-Sha_Usa_De,Usa
GU830J1900,명진금속공업주식회사,안산시
K300288,Gm_Brazil_De,Pr  Brazil
HALB-001,Bmw Ag Wallersdorf_Oem,Wallersdorf
ROH-001,Gm_Brazil_As,Guarulhos - So Paulo - Brasil
GU820C4820,Hyundai Mobis,울산광역시
GU845C482030,Igs Schreiner Gmbh,Hamburg
GU845C482020,Test Company234567890,Adress1
BC12118540,아셈텍,화성시
FBC14018500,Hmma_Al_Oem,Montgomery
ROH-T01,Gm_India_De,Gujarat
HALB001,Gmdat_Korea_De,Gunsanjeonbuk
HALB003,Ford Lio Ho Motor Cp Ltd,Taoyuan City Taiwan Roc
HALB302,Iryna_1111,Walbrzych
ROH1602,Gm Nao_Usa_De,Mi  Usa
HALB601,Aditya Auto Products And Engg India,Chennai
ROH502,롯데정보통신,서울특별시
HALB403,상신브레이크,대구광역시
FERTY03,Gm_Mexico_De(Sp),Ramos Arizpe
ROHY102,Hyundai Motor Manufacturing Alabama,Montgomery
BYPY201,Mcp_Atlantic Integrated Freight Gmb,Germany
GE50552F00,영완,시흥시
GE50354Y00,Mdm_Testsoldto222233333,서울특별시
KG005A4900,Do Not Use --> Delete !!,City
GE802N4000,Gm Global Tooling Service Company,Luton
GE53100L00,Gt Oberflächen Gmbh,Heinsdorfergrund
GE813N4000,Hyundai Motor Asan Plant,Asan-Si
GE814A1000,乐采商贸（广州）有限公司北京分公司,City
GE813A1000,우리은행,서울특별시
GE818V0000,Shipto,서울특별시
GE820V0000,Customer_Patrycja,Walbrzych
GE811B3000,[Mcm] Mando Mexico,City
GE823V0000,Mkdc S.A. De C.V.,City
GE829A2220,세진특수정밀,인천광역시
GE836A2220,Gm_Mexico_As,Industrial Toluca
GE835N4000,코오롱모터스,서울특별시
GE837N4000,Mdm_Testfi-Customer,Address
GE848N4000,[Mdk] Pyeongtaek Brake Plant1,Pyeongtaek
GE839A2220,Gm_India(Krw)_De(Sp),Pune Maharashtra
GE851B3000,Volkswagen Poland,Pozna
GJ568A1202,Mtc Customer Test 003,Tianjin
GL985A1400,[Mnc] Mando Ningbo,Ningbo
K302609,Mce_Gm,Ellesmere Port
GJ665A1201,[Mail] Chennai Plant#1,Pillaipakkam Post Sriperumbudur Ta
GJ748A1701,Tdscustupd1,Gandhinagar
GL330J1101,Kasia 100,Walbrzych
GZ271A1801,Majab33,Walbrzych
GL710B1711,Hylee_002,Frankfurt Am Main
GL720J3611,Mtc Customer Test 003,Tianjin
GJ766A1701,Bmw Ag,City
GL90016600,Mdk_Bhmc,Suzhou New District
GL71132001,하이투자증권,부산광역시
GL718B3001,생성 테스트,경기도 성남시
GL790A2300,Gm_Cami Autrans_Oem,Ingersol Canada
GL71034001,태성포리텍,익산시
GS92100100,Gm_Lordstown_Oem,Detroit Mi
GL723A5800,Asd,경기도 성남시
GZ311X1900,독일 고객,City
GL723A7400,한국산업은행,서울특별시
GZ731A2200,Mbc_Bmw Ag_German_De,Mnchen
GL728N4000,Sgm_De,Shanghichina
GL77210200,Mexico Taesan S De Rl De Cv,Arteaga Coahuila Mexico 25350
GL90016900,호주뉴질랜드은행 서울지점,서울특별시
GL95110900,한도,천안시
GS92011500,Tata Motors Passenger Vehicles Limi,Chikhali Pune
GL729N4000,하나은행 중소기업기술정보진흥원,세종특별자치시
GL77210100,에스씨엘,충청남도
GL79611400,대일정공-본사,익산시
GL774N4000,Hyundai Motor Asan Ckd,Asan-Si
K104312,삼성화재해상보험,서울특별시
GZ811A2800,Gm_Opel_Europe(Eur)_De(Sp),United Kingdom
KSGM401001,케이에이씨,원주시
GM417N4000,화동뉴텍,원주시
GL678A1200,에스에이치로드제일차 주식회사,서울특별시
GL691A1900,Sold To 06_22,경기도 성남시
GL720A9100,노무라금융투자,서울특별시
GL789A6400,디에스,시흥시
GQ892A1200,국민은행,서울특별시
GZ431A1300,Renault Samsung Motor,부산광역시
GL725N4000,Customer_Lee_01,Frankfurt
GL911N4000,[Mail] Mando India,Bangalore
GL951A1800,평화오일씰공업본사,대구광역시
GM41933300,P15871,Pangyo
GZ311N6006,Gm_Oshawa_De,Ontario
GM422N4000,Mdk_Bmw,Munchen Deutschland
GM420N4000,하이투자증권,부산광역시
GM432X1200,태양금속공업,안산시
GZ311N6200,Tata Motors Passenger Vehicles Limi,Chikhali Pune
GM452X1000,Lufapak Gmbh_As,Euwied
GP21037700,Hyundai Polytech America Inc.,Eufaula
GP26002800,삼성에스디에스 물류법인(Im),경기도 성남시
GP93006900,Korea Development Bank,New York
GP93012200,Asd,경기도 성남시
GP26309790,아셈텍,화성시
GP92106600,대화은행 서울지점,서울특별시
GP21067600,Test Company 2,울산광역시
GP21231400,케이에이씨,원주시
GP21601200,Gm_Brazil_As,Guarulhos - So Paulo - Brasil
GP21324000,한국증권금융,서울특별시
GP93000900,Test Test,Test
GP22069500,[Mtc] Tianjin Casting Plant,City
GP22207200,대흥알앤티,김해시
GP22021000,Bmw Ag Wallersdorf_As,Wallesdorf
GP95400200,Mcp_ Ford Lincoln Cbg,Dummy
GP23209600,일륭기공본점,횡성군
GP23124110,Gm_Thai(Krw)_De,Pluakdaeng Rayong  Thailand
K102035,이요찬 Bp,서울특별시
GP23303100,Gosia_1907,Walbrzych
GP24510300,중소기업은행 대구혁신도시감정원,대구광역시
GP93300100,[Mdk] Iksan Suspension Plant,Iksan
GP24439600,만도브로제,인천광역시
GP24312000,Gmk-Cny_Korea_De,인천광역시
GP24338600,Gm_Brazil(Krw)_De(Sp),Sorocaba - Sao Paulo
GP24224500,Gm Ecuador_As(Sp),Quito
GP24223010,Majab33,Walbrzych
GP24239700,Gmdat_창원_Oem,경상남도 창원시
GP24272930,롯데정보통신 Shipto,서울특별시
GP24312015,Kasia 100,Walbrzych
GP24312010,Reiner Sp. Z O.O.,Miekinia
GP24322310,Zzz01,Szhou
GP93100100,Ford_As,Mi Oakland  Usa
GP24439720,Gm_Korea_Oem,인천광역시
GP24454200,동성정밀엘엑스,원주시
GP24468700,Gurgaon Warehouse ( 3T Logistics ),인도 구르가온
GP24468800,Sold-To Test Customer,제주특별자치도 제주시
GP24510500,한국산업은행 압구정지점,서울특별시
GP25024600,태산Eng,익산시
GP27408200,Mdk_Gmdat,경상남도 창원시
GP27502800,Cho_Customer_02,Frankfurt
GP25400700,일륭기공본점,횡성군
GP25024800,Gm_Brazil_De(Sp),Sorocaba Sao Paulo
GP25205100,Gmk_Korea_De,인천광역시
GP27500700,Gm_Thai(Krw)_De(Sp),Thailand
GP29018600,국민은행,서울특별시
K301885,한화생명보험,서울특별시
GP29018700,Hyundai Motor Ulsan Ckd,울산광역시
K300793,[Mga] Georgia Steering Plant,Georgia
GP27812900,교보증권,서울특별시
GP26201400,Kia Kwangju Oem,광주광역시
GP26303000,Test08 Test,Test
GR26309700,키미,시흥시
GP27201000,하나은행 롯데월드타워금융센터,서울특별시
GP93100500,현대차증권,서울특별시
GP27810000,Mdk_Hmc,104-7
GP27823100,Sold To 생성 0523_1_1,경기도 성남시
GP28500300,Dhl Ware Hosue,Trivandrum
GP28508800,General Motors Company : Ship To,Detroit Michigan
GP28510000,Mdk_Bmw,Munchen Deutschland
GP28508900,Gm_Holden_De,Australia
GM411A1900,Gm_Android Industries_Oem,Shreveport United States
GQ810A1200,평화오일씰공업본사,대구광역시
K302638,[Mcm] Mando Mexico,City
GE650A1100,Customer_Lee,Walbrzych
GQ876A1100,Gm_India(Krw)_De,Maharashtra India
GS92100200,Sold To 06_22_0,경기도 성남시
GU934A1700,태양금속공업,안산시
GU820A6000,Kia Gwangmyeong Oem,Gwangmyeong-Si
GU85133200,Test Company 2,울산광역시
GU85204400,현대글로비스_아산,123-123
GU92105700,Bmw_M,Garching-Hochbrueck
GU825A3101,Takenaka Europe Gmbh Sp. Z O.O.,Warszawa
GU85101100,"Hankuk Rotec Co., Ltd.",부산광역시
GU837R0000,[Mdk] Korea Hq,Address
GU845J4200Z1,Gm_Ellesmere Port_Oem,Chesire
GU84101740,[Mdk] Pyeongtaek Brake Plant1,Pyeongtaek
GU845C100020,중소기업은행,서울특별시
GU85133600,삼익키리우,대구광역시
K101254,광성브레이크,아산시
GU93700400,[Mca] Alabama Suspension Plant,Usa
K103220,하이투자증권 법인영업부지점,서울특별시
K102249,Mbc_Bhmc/Dyk_De,Beijing
K300515,Halla Holdings,서울특별시
K302341,Hyundai Motor Asan Bill-To(Payer),Asan-Si
K201847,Gm Motor_Usa_De,Mi Usa
K302261,농협은행 양재지점,서울특별시
K302268,한라홀딩스_포승센터_0005,평택시
SZ34000201,Gt Oberflächen Gmbh,Heinsdorfergrund
SA32200901-03,Gme_German_De,Russelsheim Germany
K105762,Atlantic Integrated Freight Gmbh,Germany
4SA11646,Alabama Plating Technology Llc,Lanett
SH222A2401,정원금속,평택시
SH222A2401-03,센트랄,경상남도 창원시
4A13275,한국스탠다드차타드은행 양재동지점,서울특별시
4A13277,Mcp_ Ford Lincoln Cbg,Dummy
SZ12109628,병화,천안시
SZ32005501,Cs Sub Vendor,City
SZ32005601,Hmc_원효로서비스센터_Oem,86 원효로4가
SZ33000201,Gm_Ramos_Oem,Coach
SH321A4101,Sri Jayalakshmi Industries-Chennai,Chennai
SH330C3569,Opel Gmbh_Germany_De,Germany
SZ20102953,태성포리텍,익산시
SZ510A0101,하나은행 중소기업기술정보진흥원,세종특별자치시
SH31102901,Crown Technologies Plant Ii,Ahmed Nagar
SZ920B3403,Tata Motors Passenger Vehicles Limi,Chikhali Pune
SH310A052451,Kr,서울특별시
SZ20007787,Mcp_Igs Schreiner Gmbh,Hamburg
SH31200401,Takenaka Europe Gmbh Sp. Z O.O.,Warszawa
K102962,한라스택폴,청원군
SH322C2203,Atlantic Integrated Freight Gmbh,Germany
SH322C4901-02,광성브레이크,아산시
4A13278,Mcp_ Ford Lincoln Cbg,Dummy
SZ102A1323,신한정밀공업대전공장,대전광역시
SZ12001701,Mdm_Testfi-Customer,Address
SZ102A1310,Mmt,인천광역시
SZ12003801,Ford Werke Gmbh (Usd)_As,Koeln
SZ12103001,Chrysler_Dana Toledo_Oem,Toledo United States
SZ102A1317,Gm_Uzbekistan(Usd)_De,Uz  Uzbekistan
SZ12005801,한도,천안시
SH33300301-20,Citibank Fsb,New Castle
SZ12000201,[Do Not Use] --> M100-11,Address
SZ12100504,Mdk_Chrysler_De,Mi Usa
SZ129A0401,Sold To 06_22,경기도 성남시
SH384A1301,Gm_Android Industries_Oem,Shreveport United States
SK216C1401,Gm_Thailand_De,Thailand
SK217C1401,Dor_Ar,Walbrzych
SK22202110-02,Hmma_Aai_Oem,Test
SZ10004320,Gme_German_De,Russelsheim Germany
SZ33201401,Gm Russian_Russian_De,Saint-Petersburg Russian Federatio
SK23300619-20,Ford Werke Gmbh_(Koeln Usd)_Oem,Koeln Germany
SZ320A0101,Cs Sub Vendor,City
SK294A1101,Citibank Fsb,New Castle
SK414A3501,Gosia_1907,Walbrzych
SZ36116001,Gm_Brazil_As,Guarulhos - So Paulo - Brasil
SK410A080251,동화지업사,강원도 원주시
SZ373A5302,Gm Ecuador_As(Sp),Quito
SK414A2201,[Msc] Suzhou Steering Plant,Suzhou
SK410A314451,Tdscustupd1,Gandhinagar
SZ920A6527,Chana_De,Chongqing China
SZ920A6531,미쓰이스미토모은행 서울지점,서울특별시
K102318,Bmw Ag,City
SK422A470202,Bmw Ag,City
SZ102A2007,한화손해보험,서울특별시
SZ121A2923,다이나캐스트코리아,경기도 안양시
SZ102A2001,Kia Gwangmyeong Oem,Gwangmyeong-Si
SZ121A2926,Sold-To Test Customer,제주특별자치도 제주시
SZ335A1101,Tata Motors Passenger Vehicles Limi,Chikhali Pune
SZ121C3312,Gm_Brazil_De,Spbrazil
SZ130A1101,한국증권금융,서울특별시
SZ20103913,동성정밀엘엑스,원주시
SZ20010009,Standard Chartered Bank,New York
SZ220A0101,威马新能源汽车采购（上海）有限公司,Shanghai
SL43000408,Volkswagen Poland,Pozna
SL48000301,Test,서울특별시
SL52200203,지엠에스,화성시
SL52500201,태성포리텍,익산시
SZ33005901,Shipto,서울특별시
SL43000414,Test Company234567890,Adress1
SZ150A1503,Abc Corporate,서울특별시
SL433A010620,Hyundai Mobis Bill-To(Payer),서울특별시
SL44400401,네이버,강원 춘천시
SL44500102,Foreign Customer,Bloomington
SZ34001001,Mbccus01,Beijing
SL48100101,Anna041293,Walbrzych
SL58700101,키미,시흥시
SZ42001808,Hyundae Polytech Mexico S. De R.L.,Www
SL45400201,하나은행 롯데월드타워금융센터,서울특별시
SL49100209,Gm_Oshawa_De,Ontario
SL49600101,Cs Sub Vendor24,City
SL58600101,Hyundai Mobis Ship-To,서울특별시
SZ42002004,Ford_Louisville_Oem,Louisville Ky
SZ40200701,Mcp_Igs Schreiner Gmbh,Hamburg
SZ92001613,Bmw Ag,City
SP39602902,Hyundai Motor Ulsan Ckd,울산광역시
SP31000701,보림테크,익산시
ST23000511,엘지이노텍,서울특별시
SP31000703,[Do Not Use] --> M310-31,Usa
SU36000628,신태양,화성시
SU36000806,대일정공-본사,익산시
SA32000402,Sold To 06_22_0,경기도 성남시
ST23000609,Cs Sub Vendor24,City
SU32500501,Kia Kwangju Oem,광주광역시
SH31101702,Gkn Sinter Metals Pvt Ltd-Pune(P2),Ahmed Nagar
SP25101401,Msc_Gm,Mexico
SP24601201,엔에이치투자증권 잠실금융센터,서울특별시
SP26400801,[Mcc] Chongqing Plant,Chongqing
SP30003901,Amediateka,Walbrzych
SP30003903,Cs Assy Vendor,City
SP30003906,Y100547,City
K301715,No Com,Test
SZ42001809,Mdm_Testsoldto222233333,서울특별시
SP30004101,Gm_Cami Autrans_Oem,Ingersol Canada
SP30004102,Gm_Holden_De,Australia
SZ44009601,Sold To 생성 0523_1_1,경기도 성남시
SP39603801,서영정밀,화성시
SK23300644,일륭기공본점,횡성군
SZ33200101,한화생명보험,서울특별시
SK23300619,Gm_Adam Opel(Euro)_As,Herne
SU36200301,롯데정보통신,서울특별시
SZ12105902,키미,시흥시
SZ12108401,Hylee_002,Frankfurt Am Main
SZ13000101,[Mnc] Ningbo Plant,Ningbo
SU36200101,Gm Nao_Usa_De,Mi  Usa
SU38500702-63,Hyundai Mobis Ship-To,서울특별시
SV319A1301,Test2,Frankfurt
SZ920A5741,네이버,강원 춘천시
SZ920A5742,Gm_Uzbekistan(Krw)_De(Sp),Uzberkistan
K104335,Ania04,Walbrzych
SZ34001401,Mdm_Testsubcontracting,충남 공주시
SV322A1701,Bmw(Eur)_De,Muenchen Germany
SZ12902901,Hyundai Motor Ulsan 2Nd Plant,울산광역시
SZ320C2801,조이테크,천안시
SZ12902904,금융감독원,서울특별시
SZ33200602,태성포리텍,익산시
SZ12108709,[Mca] Mando America,Usa
SV337A1101,한국투자증권,서울특별시
SZ12400407,Sgm_De,Shanghichina
SZ12905101,Hkmc_Korea_De,서울특별시
SZ42002104,신동성,원주시
SZ42002106,한라정공,인천광역시
SM21003508,Gm_Thailand_As,Bang-Pra-In Ayutthaya
SV337A1206,키미,시흥시
SZ12110507,Chrysler_Fca_Oem,Agua Nueva Saltillo
SV343A1101,신한금융투자,서울특별시
SV351A1104,Gm_Mexico_De(Sp),Ramos Arizpe
SV357A1201,Bmw Ag Wallersdorf_As,Wallesdorf
SZ121C2101,Kia Gwangmyeong Ckd,Gwangmyeong-Si
SZ332C1901,Hyundai Glovis,서울특별시
SZ12001101,에스씨엘,충청남도
SZ332C4701,Kia Motor Company,서울특별시
SZ421A1401,江苏瑞尔隆鼎实业有限公司,Beijing
ST37300201,(주)만도 Test_Hdk,경기도 성남시
SV371A1301,Mce_Gm,Ellesmere Port
SV410A1124,Jawor_02,Walbrzych
SV33000711,하이투자증권,부산광역시
SV36000608,네이버,경기도 성남시
SV36000615,Mck_Abc산업,City
SV31900601,엠유에프지은행,서울특별시
SV410A111751,Gm_Cis_De,Moscow Russia
SZ920A5771,신동성,원주시
SZ920A6415,Citibank N.A.,Philadelphia
K104328,대경엔지니어링_박용수,경기 부천시
K101875,현대차증권,서울특별시
K101325,농협은행 양재지점,서울특별시
K105889,Mca_Gm,Silao
K105177,Gm_Holden_De,Australia
K102781,Chrysler_Mobis_Oem,Detroit United States
SZ331A3901,Ford_Flat Rock_Oem,Mi  United States
SZ331A1201,Chrysler_De,Mi Usa
SZ36122001,Anna041293,Walbrzych
SZ310C8001,롯데정보통신 Billto,경기 용인시
SZ361A0501,Alabama Plating Technology Llc,Lanett
SZ361C5901,상신브레이크,대구광역시
SZ361C5902,한국투자증권,서울특별시
K102865,Bmw De,Krauthausen
K102866,Gm_Dropship Kyb Android Euro_Oem,Shreveport United States
SZ371C1701,Hyundai Motor Ulsan 2Nd Plant,울산광역시
SZ440A4101,Kia Motor Hwaseong A/S,Hwaseong-Si
SZ520A0103,Hyundai Mobis,서울특별시
BH17011080,Mando Corporation Pyeongtaek,Pyeongtaek-Si Gyenggi-Do Korea
BH51000200,Ford_Louisville_Oem,Louisville Ky
BH48400901,[Mga] Georgia Steering Plant,Georgia
BH6104BO92,Precision Pressform Industries-Plan,Ben
BE6008AI01,네이버,강원 춘천시
BH6108AI92,광성브레이크,아산시
BH68001600,인게이지,평택시
BH73001400,디비에스은행,서울특별시
CNBH70001722,네이버,강원 춘천시
BH61303615,Gm_Brazil(Krw)_De(Sp),Sorocaba - Sao Paulo
BH73001300,Asd,서울특별시
BH70001900,Db손해보험,서울특별시
BH61201300,Gm_Ramos_Oem,Coach
BH47000300,Test Normal,서울특별시
BH51300600,Test Company234567890,Adress1
BH61103615,하나은행,서울특별시
BH61103915,Amediateka,Walbrzych
BH66100600,대일정공-본사,익산시
BH66800900,Mcm_Gmtest,Ramos Arizpe Coah
BH66100604,Mando Corporation Pyeongtaek,Pyeongtaek-Si Gyenggi-Do Korea
BH66501300,Shaun_1,Wabrzych
BH66501304,Ap Warehouse ( Sakthi Traders ),Bangalore-Hyderabad Highway Ananta
BH68201300,태성포리텍,익산시
BH69100300,중소기업은행 강남기업금융지점,서울특별시
BH69400500,Ania10,Walbrzych
BH68100909,Hyundai Motors Korea,서울특별시
K103401,Mck_Hm금속,City
BH71202600,Tesla,Shanghai
BH71001400,ㅣBillto,서울특별시
BH52000111,엠아이티코리아,대전광역시
BH22100610,Nanotech1_Tds,Gandhinagar
GL743A1600,미래에셋생명보험,서울특별시
GL784A1801,[Mca] Alabama Suspension Plant,Usa
GM746A2500,[Mdk] Iksan Suspension Plant,Iksan
CNGM426A1400,[Do Not Use] --> M100-11,Address
GM44400200,세아메탈원주공장,원주시
CNGM414A2000,Iza_Ar1 Test,Wabrzych
GM49201200,Gm_Trw Saginaw_Oem,Saginaw
K302336,Mkdc S.A. De C.V.,City
CNGM49300800,Hyundai Glovis Bill-To(Payer),서울특별시
GU837B1301,Db손해보험,서울특별시
CNGM92000800,Hundai,Banglore
GJ913A1300,디에스피이엔티,아산시
GL726A4400,대구은행,대구광역시
GL765A1400,Aditya Auto Products And Engg India,Chennai
GM404B5401,Gkn Sinter Metals Pvt Ltd-Pune(P2),Ahmed Nagar
GM406C8110,Mdk_Sgm_De,Shanghichina
GE655C1300,[Msc] Mando Suzhou,Suzhou
GM416A2200,Mkdc S.A. De C.V.,City
GM424A2200,Gm_Uzbekistan(Usd)_De,Uz  Uzbekistan
GM451A2700,신한은행 Gs타워대기업금융센터,서울특별시
GM491A1500,Gm_Mexico_De,Mexico
GM910A1100,Gm_Dortec_Oem,Concord Canada
CNGM417A1801,세아메탈원주공장,원주시
GL705A4300,Chrysler_Mopar_As,City
GL771A1900,현대글로비스_아산,123-123
CNGL740A1700,(주)만도 Test_Hdk,경기도 성남시
GL689A1900,프라이맥스,원주시
GL689A2200,Hundai,Banglore
GL911A1100,롯데정보통신,서울특별시
GM416A1300,Hyundai Motor Ulsan 2Nd Plant,울산광역시
GZ451A1200,[Mcc] Chongqing,Chongqing
GZ471A1100,교보생명보험,서울특별시
GZ311A1801,Mbc_Bhmc/Dyk_De,Beijing
GL718A2800,신한금융투자,서울특별시
GM424X1500,Gm_Thailand_As,Chatujak Bangkok
GM420B4900,Hmma_Al_Oem,Montgomery
GM420X1800,엔에이치투자증권 광화문금융센터,서울특별시
CNGE92010400,Test Customer,Test Code
CNGM441B2100,주식회사조이,시흥시
GM426X2200,Fdfd,경기도 성남시
GM451A1300,하이투자증권 법인영업부지점,서울특별시
GM453S1000,Y100547,City
GE50007402,엠유에프지은행,서울특별시
GL334A1500,Hyundai Motor Ulsan Bill-To(Payer),서울특별시
GM480A3000,Bmw Ag Wackersdorf_Oem,Wackersdorf
GM92000700,Volkswagen Poland,Pozna
GM493A1100,Kasia_Jaworska,Walbrzych
GU821B9400,Gm_Thailand_De,Thailand
GU824A7000,광덕에이앤티,인천광역시
GU830C5190,에스에이티,평택시
GU934B1000,Bmw_Ag,Munchen
GU84100100,Hyundai Motor Company,서울특별시
GU84190400,Roy Metal Finishing,Charlotte
BB36030100,Gm_India_De,Gujarat
BB50200800,평화오일씰공업본사,대구광역시
BB58002300Z1,네이버,강원 춘천시
BB371A1200,Kia Gwangmyeong Bill-To(Payer),Gwangmyeong-Si
BB48904300RB,Delta,Swidnica
BB49403300,제이피모간체이스은행 서울지점,서울특별시
BB58002300,Kookmin Bank New York,New York
BB36108400,인팩_충주,충주시
CNBB36102900,Ford_Think_De,Detroit Mi  Usa
BB45001800,Zzz01,Szhou
BB49200900,Cs Sub Vendor,City
BB61600200,태성포리텍,익산시
BB46507100,병화,천안시
CNBB48200600Z1,Mbc_Hkmc,서울특별시
BB47202400D90,[Mbc] Mando Beijing,Beijing
BB47500300,[Mnc] Ningbo Plant,Ningbo
BB68000400,(주)만도 테스트 220329,경기도 성남시
BB55107500,Kia Motor Oem,서울특별시
BB55401500,Chana_De,Chongqing China
BB55505700,Test111122223333,서울특별시
BC1212261055,Gm_India_De,Gujarat
BC14132800,삼성증권,서울특별시
BC14156300,Hyundai Motor Beijing Bill-To(Payer,Beijing
BC24601700,Mbc_Bmw Ag_German_De,Mnchen
BC31401500,Ford Espania Sl (Usd)_Oem,Valencia Hiszpania Spain
BC41022100,Ford_India_De,Tn In
BC47012500,주식회사조이,시흥시
BC50177000,Test Company 2,울산광역시
BC45000700Z1,Kasia_Jaworska1,Walbrzych
BC41222100,Gm_Thai(Usd)_De(Sp),Thailand
BC4112920055,하나은행 롯데월드타워금융센터,서울특별시
BC41329200,Roy Metal Finishing,Charlotte
BC4112930055,Zzz01,Szhou
BC41329300,Mkdc S.A. De C.V.,City
BC44101300,Mdm_Testsoldto222233333,서울특별시
BC51603300,한화손해보험,서울특별시
BC51077000,Ford_Flat Rock_Oem,Mi  United States
BC52211500,Hyundai Mobis,울산광역시
BC52446600,일륭기공본점,횡성군
BC52000400,Alpina Burkard Bovensiepen,Buchloe
BC52002900,한도,천안시
